Feeling Word (EN),Feeling Word (ES),Feeling Word (PT),Feeling Word (IT),It might relate to (EN),It might relate to (ES),It might relate to (PT),It might relate to (IT),Adaptive Explanation (EN),Adaptive Explanation (ES),Adaptive Explanation (PT),Adaptive Explanation (IT)
Annoyance,"Molestia, Enojo","Irritação, Aborrecimento","Fastidio, Irritazione",Possible Obstacle,Posible Obstáculo,Possível Obstáculo,Possibile Ostacolo,Highlights persistent small issues that may escalate if unaddressed.,Destaca pequeños problemas persistentes que pueden agravarse si no se abordan.,Destaca pequenos problemas persistentes que podem escalar se não forem abordados.,Mette in evidenza piccoli problemi persistenti che potrebbero aggravarsi se non affrontati.
Bitterness,Amargura,Amargura,Amarezza,Possible Obstacle,Posible Obstáculo,Possível Obstáculo,Possibile Ostacolo,Prepares your body for effort or confrontation by increasing readiness.,Prepara tu cuerpo para el esfuerzo o la confrontación al aumentar la disposición.,Prepara seu corpo para o esforço ou confronto aumentando a prontidão.,Prepara il tuo corpo per lo sforzo o il confronto aumentando la prontezza.
Discontent,Descontento,Descontentamento,Malcontento,Possible Obstacle,Posible Obstáculo,Possível Obstáculo,Possibile Ostacolo,"Points to dissatisfaction with current circumstances, inviting constructive change.","Señala la insatisfacción con las circunstancias actuales, lo que invita a un cambio constructivo.","Aponta para a insatisfação com as circunstâncias atuais, convidando a uma mudança construtiva.","Indica insoddisfazione per le circostanze attuali, invitando a un cambiamento costruttivo."
Exasperation,Exasperación,Exasperação,Esasperazione,Possible Obstacle,Posible Obstáculo,Possível Obstáculo,Possibile Ostacolo,"Marks repeated failed attempts or chronic frustration, urging reevaluation or support.","Marca intentos fallidos repetidos o frustración crónica, instando a la reevaluación o al apoyo.","Marca tentativas falhas repetidas ou frustração crônica, solicitando reavaliação ou apoio.","Segna tentativi falliti ripetuti o frustrazione cronica, spingendo a una rivalutazione o a un supporto."
Frustration,Frustración,Frustração,Frustrazione,Possible Obstacle,Posible Obstáculo,Possível Obstáculo,Possibile Ostacolo,"Signals that something is blocking your progress, encouraging creative problem-solving.","Indica que algo está bloqueando tu progreso, lo que fomenta la resolución creativa de problemas.","Sinaliza que algo está bloqueando seu progresso, incentivando a resolução criativa de problemas.","Segnala che qualcosa sta bloccando il tuo progresso, incoraggiando la risoluzione creativa dei problemi."
Hostility,Hostilidad,Hostilidade,Ostilità,Possible Obstacle,Posible Obstáculo,Possível Obstáculo,Possibile Ostacolo,"Signals cognitive or emotional overload, urging simplification or support-seeking.","Indica una sobrecarga cognitiva o emocional, instando a la simplificación o a la búsqueda de apoyo.","Sinaliza sobrecarga cognitiva ou emocional, solicitando simplificação ou busca por apoio.","Segnala un sovraccarico cognitivo o emotivo, spingendo alla semplificazione o alla ricerca di supporto."
Indignation,Indignación,Indignação,Indignazione,Possible Obstacle,Posible Obstáculo,Possível Obstáculo,Possibile Ostacolo,Encourages you to pause and assess risk before committing to action.,Te anima a hacer una pausa y evaluar el riesgo antes de comprometerte a la acción.,Incentiva você a pausar e avaliar o risco antes de se comprometer com a ação.,Ti incoraggia a fare una pausa e a valutare il rischio prima di impegnarti nell'azione.
Irritation,Irritación,Irritação,Irritazione,Possible Obstacle,Posible Obstáculo,Possível Obstáculo,Possibile Ostacolo,Draws attention to minor disruptions or stressors that may need addressing.,Llama la atención sobre interrupciones o factores estresantes menores que pueden necesitar ser abordados.,Chama a atenção para pequenas interrupções ou estressores que podem precisar ser abordados.,Richiama l'attenzione su piccole interruzioni o fattori di stress che potrebbero aver bisogno di essere affrontati.
Rage,Rabia,Raiva,Rabbia,Possible Obstacle,Posible Obstáculo,Possível Obstáculo,Possibile Ostacolo,"Indicates a loss of equilibrium, prompting grounding or self-regulation.","Indica una pérdida de equilibrio, lo que provoca la conexión a tierra o la autorregulación.","Indica uma perda de equilíbrio, incitando o enraizamento ou a autorregulação.","Indica una perdita di equilibrio, spingendo al radicamento o all'autoregolamentazione."
Resentment,Resentimiento,Ressentimento,Risentimento,Possible Obstacle,Posible Obstáculo,Possível Obstáculo,Possibile Ostacolo,"Signals unmet expectations or imbalance in a relationship, prompting boundary-setting.","Indica expectativas no cumplidas o desequilibrio en una relación, lo que provoca el establecimiento de límites.","Sinaliza expectativas não atendidas ou desequilíbrio em um relacionamento, incitando a definição de limites.","Segnala aspettative non soddisfatte o uno squilibrio in una relazione, spingendo a stabilire confini."
Vexation,Vexación,Vexação,"Seccatura, Vessazione",Possible Obstacle,Posible Obstáculo,Possível Obstáculo,Possibile Ostacolo,"Flags repeated irritation, calling for a shift in expectations or approach.","Señala la irritación repetida, lo que pide un cambio en las expectativas o en el enfoque.","Sinaliza irritação repetida, pedindo uma mudança nas expectativas ou na abordagem.","Segnala l'irritazione ripetuta, richiedendo un cambiamento nelle aspettative o nell'approccio."
Afraid,"Asustado, Temeroso","Assustado, Com medo","Impaurito, Spaventato",Possible Threat Toward Something We Care About,Posible Amenaza Hacia Algo que Nos Importa,Possível Ameaça a Algo que Nos Importa,Possibile Minaccia a Qualcosa a Cui Teniamo,"Alerts you to potential danger or uncertainty, prompting caution or protection.","Te alerta sobre el peligro potencial o la incertidumbre, lo que provoca precaución o protección.","Alerta para perigo potencial ou incerteza, incitando cautela ou proteção.","Ti avvisa di un potenziale pericolo o incertezza, spingendo alla cautela o alla protezione."
Alarm,Alarma,Alarme,Allarme,Possible Threat Toward Something We Care About,Posible Amenaza Hacia Algo que Nos Importa,Possível Ameaça a Algo que Nos Importa,Possibile Minaccia a Qualcosa a Cui Teniamo,"Warns you of urgent threat, pushing rapid protective action.","Te advierte de una amenaza urgente, lo que impulsa una acción protectora rápida.","Alerta para ameaça urgente, impulsionando uma ação protetora rápida.","Ti avverte di una minaccia urgente, spingendo a un'azione protettiva rapida."
Anxiety,Ansiedad,Ansiedade,Ansia,Possible Threat Toward Something We Care About,Posible Amenaza Hacia Algo que Nos Importa,Possível Ameaça a Algo que Nos Importa,Possibile Minaccia a Qualcosa a Cui Teniamo,Increases alertness and encourages preparation when facing uncertain outcomes.,Aumenta el estado de alerta y fomenta la preparación al enfrentar resultados inciertos.,Aumenta o estado de alerta e incentiva a preparação ao enfrentar resultados incertos.,Aumenta lo stato di allerta e incoraggia la preparazione di fronte a esiti incerti.
Anxious,Ansioso,Ansioso,Ansioso,Possible Threat Toward Something We Care About,Posible Amenaza Hacia Algo que Nos Importa,Possível Ameaça a Algo que Nos Importa,Possibile Minaccia a Qualcosa a Cui Teniamo,Increases alertness and prepares you to address possible threats.,Aumenta el estado de alerta y te prepara para abordar posibles amenazas.,Aumenta o estado de alerta e prepara você para abordar possíveis ameaças.,Aumenta lo stato di allerta e ti prepara ad affrontare possibili minacce.
Apprehension,Aprensión,Apreensão,Apprensione,Possible Threat Toward Something We Care About,Posible Amenaza Hacia Algo que Nos Importa,Possível Ameaça a Algo que Nos Importa,Possibile Minaccia a Qualcosa a Cui Teniamo,"Anticipates potential difficulties, helping you prepare mentally for what's ahead.","Anticipa las posibles dificultades, ayudándote a prepararte mentalmente para lo que se avecina.","Antecipa dificuldades potenciais, ajudando você a se preparar mentalmente para o que está por vir.","Anticipa le potenziali difficoltà, aiutandoti a prepararti mentalmente per ciò che ti aspetta."
Concern,Preocupación,Preocupação,Preoccupazione,Possible Threat Toward Something We Care About,Posible Amenaza Hacia Algo que Nos Importa,Possível Ameaça a Algo que Nos Importa,Possibile Minaccia a Qualcosa a Cui Teniamo,Highlights something you care about that may be at risk.,Destaca algo que te importa y que puede estar en riesgo.,Destaca algo com que você se importa que pode estar em risco.,Mette in evidenza qualcosa a cui tieni e che potrebbe essere a rischio.
Dread,"Temor, Pavor",Pavor,Paura,Possible Threat Toward Something We Care About,Posible Amenaza Hacia Algo que Nos Importa,Possível Ameaça a Algo que Nos Importa,Possibile Minaccia a Qualcosa a Cui Teniamo,Helps you recognize and avoid situations that may cause harm or distress.,Te ayuda a reconocer y evitar situaciones que pueden causar daño o angustia.,Ajuda você a reconhecer e evitar situações que podem causar dano ou angústia.,Ti aiuta a riconoscere ed evitare situazioni che possono causare danno o disagio.
Fear,Miedo,Medo,Paura,Possible Threat Toward Something We Care About,Posible Amenaza Hacia Algo que Nos Importa,Possível Ameaça a Algo que Nos Importa,Possibile Minaccia a Qualcosa a Cui Teniamo,Triggers a survival response to escape or confront immediate danger.,Desencadena una respuesta de supervivencia para escapar o confrontar el peligro inmediato.,Dispara uma resposta de sobrevivência para escapar ou confrontar perigo imediato.,Attiva una risposta di sopravvivenza per fuggire o affrontare un pericolo immediato.
Foreboding,Premonición,Pressentimento,Presagio,Possible Threat Toward Something We Care About,Posible Amenaza Hacia Algo que Nos Importa,Possível Ameaça a Algo que Nos Importa,Possibile Minaccia a Qualcosa a Cui Teniamo,"Anticipates danger without clear cause, prompting heightened awareness and caution.","Anticipa el peligro sin una causa clara, lo que provoca una mayor conciencia y precaución.","Antecipa o perigo sem causa clara, incitando a maior consciência e cautela.","Anticipa un pericolo senza una causa chiara, spingendo a una maggiore consapevolezza e cautela."
Nervous,Nervioso,Nervoso,Nervoso,Possible Threat Toward Something We Care About,Posible Amenaza Hacia Algo que Nos Importa,Possível Ameaça a Algo que Nos Importa,Possibile Minaccia a Qualcosa a Cui Teniamo,Heightens awareness and readiness for anticipated challenge.,Aumenta la conciencia y la disposición para el desafío anticipado.,Aumenta a consciência e a prontidão para o desafio antecipado.,Aumenta la consapevolezza e la prontezza per una sfida attesa.
Nervousness,Nerviosismo,Nervosismo,Nervosismo,Possible Threat Toward Something We Care About,Posible Amenaza Hacia Algo que Nos Importa,Possível Ameaça a Algo que Nos Importa,Possibile Minaccia a Qualcosa a Cui Teniamo,Helps you focus attention before a challenging task or interaction.,Te ayuda a enfocar la atención antes de una tarea o interacción desafiante.,Ajuda você a focar a atenção antes de uma tarefa ou interação desafiadora.,Ti aiuta a focalizzare l'attenzione prima di un compito o un'interazione difficile.
Panic,Pánico,Pânico,Panico,Possible Threat Toward Something We Care About,Posible Amenaza Hacia Algo que Nos Importa,Possível Ameaça a Algo que Nos Importa,Possibile Minaccia a Qualcosa a Cui Teniamo,Mobilizes immediate action when you feel overwhelmed by danger.,Moviliza una acción inmediata cuando te sientes abrumado por el peligro.,Mobiliza ação imediata quando você se sente sobrecarregado pelo perigo.,Mobilita un'azione immediata quando ti senti sopraffatto dal pericolo.
Terror,Terror,Terror,Terrore,Possible Threat Toward Something We Care About,Posible Amenaza Hacia Algo que Nos Importa,Possível Ameaça a Algo que Nos Importa,Possibile Minaccia a Qualcosa a Cui Teniamo,Floods the system with survival energy when a threat seems overwhelming.,Inunda el sistema con energía de supervivencia cuando una amenaza parece abrumadora.,Inunda o sistema com energia de sobrevivência quando uma ameaça parece esmagadora.,Inonda il sistema di energia di sopravvivenza quando una minaccia sembra travolgente.
